"","Reef_2","Site","Transect","Depth_m","Habitat","Aspect_descriptive","Benthic_Complexity","cropper","browser","detritivore","excavator","scraper"
"252","West Herald","HERA-01","T5",43.8,"passage","gentle_slope",2,0.421991596154583,0,0.0303102753734266,0,0.11836566433512
"253","West Herald","HERA-01","T6",41.7,"passage","gentle_slope",2,1.54407687375099,1.89595321225865,0.215969521063347,0,0
"254","West Herald","HERA-01","T7",40.5,"passage","gentle_slope",2,0.694458363686941,0.707480015126891,0.757412343110168,0,1.45702024623527
"255","West Herald","HERA-01","T8",40.4,"passage","gentle_slope",2,3.4675196782279,0,0.183769678708711,0.97618437656556,0.773116389139107
"256","West Herald","HERA-01","T9",37.1,"passage","gentle_slope",3,6.97539625808329,3.27418343732024,1.47268521803294,0,1.4933084307639
"257","West Holmes","HOLM-01","T1",55,"outer_slope","steep_slope",3,0.156543743618683,0,0,0,0
"258","West Holmes","HOLM-01","T10",34.7,"outer_slope","gentle_slope",1,0.0600168582736776,0,0.0604662228995767,0,0
"259","West Holmes","HOLM-01","T2",51,"outer_slope","steep_slope",3,0.452689352375957,0,0.0327073419512955,1.30864709944489,0
"260","West Holmes","HOLM-01","T3",52.4,"outer_slope","steep_slope",3,0.0516417909900279,0,0,0,0
"261","West Holmes","HOLM-01","T4",55,"outer_slope","steep_slope",4,0.033915823612254,0,0,0,0
"262","West Holmes","HOLM-01","T5",46.4,"outer_slope","moderate_slope",3,0.848673872708791,0,0,0,0
"263","West Holmes","HOLM-01","T6",42.5,"outer_slope","moderate_slope",4,0.306617070641938,0,0.109150121385144,0,0
"264","West Holmes","HOLM-01","T7",43,"outer_slope","moderate_slope",3,0.042433190309023,0,0,0,0
"265","West Holmes","HOLM-01","T8",36.8,"outer_slope","moderate_slope",2,0.0610336736588962,0,0.0513911755658953,12.910327337641,1.00419961650681
"266","West Holmes","HOLM-01","T9",36,"outer_slope","moderate_slope",2,0.353547759028069,0,0.628973585940887,0,0
"267","Willis","WILL-01","T1",35.2,"outer_slope","gentle_slope",3,1.72165326225369,0,0.564686015590068,0,0.405833440772905
"268","Willis","WILL-01","T10",50.4,"outer_slope","steep_slope",3,0,0,0.709621418366297,1.00475350689055,0.306986554755177
"269","Willis","WILL-01","T11",50.1,"outer_slope","steep_slope",3,0.600123484773176,0,0.0904088131802165,0,0
"270","Willis","WILL-01","T12",40,"outer_slope","steep_slope",3,0.157982686029179,0,0,0,0
"271","Willis","WILL-01","T13",43,"outer_slope","steep_slope",3,0.139211628136895,0,0.080023720370288,0,0
"272","Willis","WILL-01","T14",42,"outer_slope","steep_slope",3,0.0273057712260351,0,0,0,0
"273","Willis","WILL-01","T15",42,"outer_slope","steep_slope",3,0.971190086916494,0,0.205860542281038,0,2.32041511830539
"274","Willis","WILL-01","T2",42.3,"outer_slope","gentle_slope",4,0.423260678887381,0,0,0,0
"275","Willis","WILL-01","T3",44.4,"outer_slope","gentle_slope",4,0.100497184872677,0,0,0,0
"276","Willis","WILL-01","T4",51.5,"outer_slope","steep_slope",3,0.0866041566809126,0,0.243421140994126,0,0
"277","Willis","WILL-01","T5",52.3,"outer_slope","steep_slope",3,0.139680489401115,0,0,0,0
"278","Willis","WILL-01","T6",52.3,"outer_slope","steep_slope",3,0.149296478920743,0,0,0,0.220390890308442
"279","Willis","WILL-01","T7",60.1,"outer_slope","steep_slope",1,0,0,0,0,0
"280","Willis","WILL-01","T8",44.8,"outer_slope","steep_slope",2,0.0579849416459574,0,0,0,0
"281","Willis","WILL-01","T9",44.1,"outer_slope","steep_slope",2,0.0875743229100172,0,0,0,0.534943768922833
"282","Wreck","WREC-01","T1",31.5,"outer_slope","gentle_slope",3,0.990877890637665,0,0.174848562903935,0,2.79364656336917
"283","Wreck","WREC-01","T2",36.5,"outer_slope","gentle_slope",3,0.287324431030638,0,1.28670329649837,0,1.93996618606022
"284","Wreck","WREC-01","T3",36.3,"outer_slope","gentle_slope",3,1.96967445447069,0,1.42107370193872,0,0.419019218049698
